exercise_id,muscle_id,role,source_ids
STRAIGHT_ARM_PULLDOWN,TRICEPS,SECONDARY,SRC_CURATED_V1
STRAIGHT_ARM_PULLDOWN,CORE,SECONDARY,SRC_CURATED_V1
BARBELL_BENT_OVER_ROW,BACK,PRIMARY,SRC_CURATED_V1
BARBELL_BENT_OVER_ROW,BICEPS,SECONDARY,SRC_CURATED_V1
BARBELL_BENT_OVER_ROW,FOREARMS,SECONDARY,SRC_CURATED_V1
BARBELL_BENT_OVER_ROW,LOWER_BACK,SECONDARY,SRC_CURATED_V1
PENDLAY_ROW,BACK,PRIMARY,SRC_CURATED_V1
PENDLAY_ROW,BICEPS,SECONDARY,SRC_CURATED_V1
PENDLAY_ROW,FOREARMS,SECONDARY,SRC_CURATED_V1
PENDLAY_ROW,LOWER_BACK,SECONDARY,SRC_CURATED_V1
UNDERHAND_BARBELL_ROW,BACK,PRIMARY,SRC_CURATED_V1
UNDERHAND_BARBELL_ROW,BICEPS,SECONDARY,SRC_CURATED_V1
UNDERHAND_BARBELL_ROW,FOREARMS,SECONDARY,SRC_CURATED_V1
UNDERHAND_BARBELL_ROW,LOWER_BACK,SECONDARY,SRC_CURATED_V1
DUMBBELL_ROW,BACK,PRIMARY,SRC_CURATED_V1
DUMBBELL_ROW,BICEPS,SECONDARY,SRC_CURATED_V1
DUMBBELL_ROW,FOREARMS,SECONDARY,SRC_CURATED_V1
CHEST_SUPPORTED_DUMBBELL_ROW,BACK,PRIMARY,SRC_CURATED_V1
CHEST_SUPPORTED_DUMBBELL_ROW,BICEPS,SECONDARY,SRC_CURATED_V1
CHEST_SUPPORTED_DUMBBELL_ROW,FOREARMS,SECONDARY,SRC_CURATED_V1
SEAL_ROW,BACK,PRIMARY,SRC_CURATED_V1
SEAL_ROW,BICEPS,SECONDARY,SRC_CURATED_V1
SEAL_ROW,FOREARMS,SECONDARY,SRC_CURATED_V1
T_BAR_ROW,BACK,PRIMARY,SRC_CURATED_V1
T_BAR_ROW,BICEPS,SECONDARY,SRC_CURATED_V1
T_BAR_ROW,FOREARMS,SECONDARY,SRC_CURATED_V1
CHEST_SUPPORTED_T_BAR_ROW,BACK,PRIMARY,SRC_CURATED_V1
CHEST_SUPPORTED_T_BAR_ROW,BICEPS,SECONDARY,SRC_CURATED_V1
CHEST_SUPPORTED_T_BAR_ROW,FOREARMS,SECONDARY,SRC_CURATED_V1
MEADOWS_ROW,BACK,PRIMARY,SRC_CURATED_V1
MEADOWS_ROW,BICEPS,SECONDARY,SRC_CURATED_V1
MEADOWS_ROW,FOREARMS,SECONDARY,SRC_CURATED_V1
MEADOWS_ROW,CORE,SECONDARY,SRC_CURATED_V1
SEATED_CABLE_ROW,BACK,PRIMARY,SRC_CURATED_V1
SEATED_CABLE_ROW,BICEPS,SECONDARY,SRC_CURATED_V1
SEATED_CABLE_ROW,FOREARMS,SECONDARY,SRC_CURATED_V1
WIDE_GRIP_SEATED_CABLE_ROW,BACK,PRIMARY,SRC_CURATED_V1
WIDE_GRIP_SEATED_CABLE_ROW,BICEPS,SECONDARY,SRC_CURATED_V1
WIDE_GRIP_SEATED_CABLE_ROW,SHOULDERS,SECONDARY,SRC_CURATED_V1
SINGLE_ARM_SEATED_CABLE_ROW,BACK,PRIMARY,SRC_CURATED_V1
SINGLE_ARM_SEATED_CABLE_ROW,BICEPS,SECONDARY,SRC_CURATED_V1
SINGLE_ARM_SEATED_CABLE_ROW,CORE,SECONDARY,SRC_CURATED_V1
MACHINE_SEATED_ROW,BACK,PRIMARY,SRC_CURATED_V1
MACHINE_SEATED_ROW,BICEPS,SECONDARY,SRC_CURATED_V1
SINGLE_ARM_MACHINE_ROW,BACK,PRIMARY,SRC_CURATED_V1
SINGLE_ARM_MACHINE_ROW,BICEPS,SECONDARY,SRC_CURATED_V1
SINGLE_ARM_MACHINE_ROW,CORE,SECONDARY,SRC_CURATED_V1
INVERTED_ROW,BACK,PRIMARY,SRC_CURATED_V1
INVERTED_ROW,BICEPS,SECONDARY,SRC_CURATED_V1
INVERTED_ROW,CORE,SECONDARY,SRC_CURATED_V1
SUSPENSION_ROW,BACK,PRIMARY,SRC_CURATED_V1
SUSPENSION_ROW,BICEPS,SECONDARY,SRC_CURATED_V1
SUSPENSION_ROW,CORE,SECONDARY,SRC_CURATED_V1
FACE_PULL,SHOULDERS,PRIMARY,SRC_CURATED_V1
FACE_PULL,BACK,SECONDARY,SRC_CURATED_V1
FACE_PULL,BICEPS,SECONDARY,SRC_CURATED_V1
BAND_FACE_PULL,SHOULDERS,PRIMARY,SRC_CURATED_V1
BAND_FACE_PULL,BACK,SECONDARY,SRC_CURATED_V1
REVERSE_PEC_DECK,SHOULDERS,PRIMARY,SRC_CURATED_V1
REVERSE_PEC_DECK,BACK,SECONDARY,SRC_CURATED_V1
CABLE_REAR_DELT_FLY,SHOULDERS,PRIMARY,SRC_CURATED_V1
CABLE_REAR_DELT_FLY,BACK,SECONDARY,SRC_CURATED_V1
DUMBBELL_REAR_DELT_FLY,SHOULDERS,PRIMARY,SRC_CURATED_V1
DUMBBELL_REAR_DELT_FLY,BACK,SECONDARY,SRC_CURATED_V1
BARBELL_SHRUG,BACK,PRIMARY,SRC_CURATED_V1
BARBELL_SHRUG,FOREARMS,SECONDARY,SRC_CURATED_V1
DUMBBELL_SHRUG,BACK,PRIMARY,SRC_CURATED_V1
DUMBBELL_SHRUG,FOREARMS,SECONDARY,SRC_CURATED_V1
TRAP_BAR_SHRUG,BACK,PRIMARY,SRC_CURATED_V1
TRAP_BAR_SHRUG,FOREARMS,SECONDARY,SRC_CURATED_V1
CABLE_SHRUG,BACK,PRIMARY,SRC_CURATED_V1
CABLE_SHRUG,FOREARMS,SECONDARY,SRC_CURATED_V1
RACK_PULL,BACK,PRIMARY,SRC_CURATED_V1
RACK_PULL,GLUTES,SECONDARY,SRC_CURATED_V1
RACK_PULL,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
RACK_PULL,FOREARMS,SECONDARY,SRC_CURATED_V1
RACK_PULL,LOWER_BACK,SECONDARY,SRC_CURATED_V1
CONVENTIONAL_DEADLIFT,BACK,PRIMARY,SRC_CURATED_V1
CONVENTIONAL_DEADLIFT,GLUTES,SECONDARY,SRC_CURATED_V1
CONVENTIONAL_DEADLIFT,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
CONVENTIONAL_DEADLIFT,QUADRICEPS,SECONDARY,SRC_CURATED_V1
CONVENTIONAL_DEADLIFT,FOREARMS,SECONDARY,SRC_CURATED_V1
CONVENTIONAL_DEADLIFT,CORE,SECONDARY,SRC_CURATED_V1
SUMO_DEADLIFT,GLUTES,PRIMARY,SRC_CURATED_V1
SUMO_DEADLIFT,BACK,SECONDARY,SRC_CURATED_V1
SUMO_DEADLIFT,QUADRICEPS,SECONDARY,SRC_CURATED_V1
SUMO_DEADLIFT,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
SUMO_DEADLIFT,ADDUCTORS,SECONDARY,SRC_CURATED_V1
SUMO_DEADLIFT,FOREARMS,SECONDARY,SRC_CURATED_V1
TRAP_BAR_DEADLIFT,GLUTES,PRIMARY,SRC_CURATED_V1
TRAP_BAR_DEADLIFT,QUADRICEPS,SECONDARY,SRC_CURATED_V1
TRAP_BAR_DEADLIFT,BACK,SECONDARY,SRC_CURATED_V1
TRAP_BAR_DEADLIFT,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
TRAP_BAR_DEADLIFT,FOREARMS,SECONDARY,SRC_CURATED_V1
ROMANIAN_DEADLIFT,HAMSTRINGS,PRIMARY,SRC_CURATED_V1
ROMANIAN_DEADLIFT,GLUTES,SECONDARY,SRC_CURATED_V1
ROMANIAN_DEADLIFT,BACK,SECONDARY,SRC_CURATED_V1
ROMANIAN_DEADLIFT,FOREARMS,SECONDARY,SRC_CURATED_V1
DUMBBELL_ROMANIAN_DEADLIFT,HAMSTRINGS,PRIMARY,SRC_CURATED_V1
DUMBBELL_ROMANIAN_DEADLIFT,GLUTES,SECONDARY,SRC_CURATED_V1
DUMBBELL_ROMANIAN_DEADLIFT,BACK,SECONDARY,SRC_CURATED_V1
DUMBBELL_ROMANIAN_DEADLIFT,FOREARMS,SECONDARY,SRC_CURATED_V1
SINGLE_LEG_ROMANIAN_DEADLIFT,HAMSTRINGS,PRIMARY,SRC_CURATED_V1
SINGLE_LEG_ROMANIAN_DEADLIFT,GLUTES,SECONDARY,SRC_CURATED_V1
SINGLE_LEG_ROMANIAN_DEADLIFT,CORE,SECONDARY,SRC_CURATED_V1
GOOD_MORNING,HAMSTRINGS,PRIMARY,SRC_CURATED_V1
GOOD_MORNING,GLUTES,SECONDARY,SRC_CURATED_V1
GOOD_MORNING,LOWER_BACK,SECONDARY,SRC_CURATED_V1
45_DEGREE_BACK_EXTENSION,LOWER_BACK,PRIMARY,SRC_CURATED_V1
45_DEGREE_BACK_EXTENSION,GLUTES,SECONDARY,SRC_CURATED_V1
45_DEGREE_BACK_EXTENSION,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
WEIGHTED_BACK_EXTENSION,LOWER_BACK,PRIMARY,SRC_CURATED_V1
WEIGHTED_BACK_EXTENSION,GLUTES,SECONDARY,SRC_CURATED_V1
WEIGHTED_BACK_EXTENSION,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
STANDING_BARBELL_OVERHEAD_PRESS,SHOULDERS,PRIMARY,SRC_CURATED_V1
STANDING_BARBELL_OVERHEAD_PRESS,TRICEPS,SECONDARY,SRC_CURATED_V1
STANDING_BARBELL_OVERHEAD_PRESS,CORE,SECONDARY,SRC_CURATED_V1
SEATED_BARBELL_OVERHEAD_PRESS,SHOULDERS,PRIMARY,SRC_CURATED_V1
SEATED_BARBELL_OVERHEAD_PRESS,TRICEPS,SECONDARY,SRC_CURATED_V1
DUMBBELL_SHOULDER_PRESS,SHOULDERS,PRIMARY,SRC_CURATED_V1
DUMBBELL_SHOULDER_PRESS,TRICEPS,SECONDARY,SRC_CURATED_V1
STANDING_DUMBBELL_OVERHEAD_PRESS,SHOULDERS,PRIMARY,SRC_CURATED_V1
STANDING_DUMBBELL_OVERHEAD_PRESS,TRICEPS,SECONDARY,SRC_CURATED_V1
STANDING_DUMBBELL_OVERHEAD_PRESS,CORE,SECONDARY,SRC_CURATED_V1
SINGLE_ARM_DUMBBELL_OVERHEAD_PRESS,SHOULDERS,PRIMARY,SRC_CURATED_V1
SINGLE_ARM_DUMBBELL_OVERHEAD_PRESS,TRICEPS,SECONDARY,SRC_CURATED_V1
SINGLE_ARM_DUMBBELL_OVERHEAD_PRESS,CORE,SECONDARY,SRC_CURATED_V1
ARNOLD_PRESS,SHOULDERS,PRIMARY,SRC_CURATED_V1
ARNOLD_PRESS,TRICEPS,SECONDARY,SRC_CURATED_V1
MACHINE_SHOULDER_PRESS,SHOULDERS,PRIMARY,SRC_CURATED_V1
MACHINE_SHOULDER_PRESS,TRICEPS,SECONDARY,SRC_CURATED_V1
SMITH_MACHINE_SHOULDER_PRESS,SHOULDERS,PRIMARY,SRC_CURATED_V1
SMITH_MACHINE_SHOULDER_PRESS,TRICEPS,SECONDARY,SRC_CURATED_V1
LANDMINE_PRESS,SHOULDERS,PRIMARY,SRC_CURATED_V1
LANDMINE_PRESS,CHEST,SECONDARY,SRC_CURATED_V1
LANDMINE_PRESS,TRICEPS,SECONDARY,SRC_CURATED_V1
LANDMINE_PRESS,CORE,SECONDARY,SRC_CURATED_V1
HALF_KNEELING_LANDMINE_PRESS,SHOULDERS,PRIMARY,SRC_CURATED_V1
HALF_KNEELING_LANDMINE_PRESS,CHEST,SECONDARY,SRC_CURATED_V1
HALF_KNEELING_LANDMINE_PRESS,TRICEPS,SECONDARY,SRC_CURATED_V1
HALF_KNEELING_LANDMINE_PRESS,CORE,SECONDARY,SRC_CURATED_V1
DUMBBELL_LATERAL_RAISE,SHOULDERS,PRIMARY,SRC_CURATED_V1
SINGLE_ARM_DUMBBELL_LATERAL_RAISE,SHOULDERS,PRIMARY,SRC_CURATED_V1
CABLE_LATERAL_RAISE,SHOULDERS,PRIMARY,SRC_CURATED_V1
MACHINE_LATERAL_RAISE,SHOULDERS,PRIMARY,SRC_CURATED_V1
LEAN_AWAY_CABLE_LATERAL_RAISE,SHOULDERS,PRIMARY,SRC_CURATED_V1
DUMBBELL_FRONT_RAISE,SHOULDERS,PRIMARY,SRC_CURATED_V1
DUMBBELL_FRONT_RAISE,CHEST,SECONDARY,SRC_CURATED_V1
CABLE_FRONT_RAISE,SHOULDERS,PRIMARY,SRC_CURATED_V1
CABLE_FRONT_RAISE,CHEST,SECONDARY,SRC_CURATED_V1
PLATE_FRONT_RAISE,SHOULDERS,PRIMARY,SRC_CURATED_V1
PLATE_FRONT_RAISE,CHEST,SECONDARY,SRC_CURATED_V1
CABLE_EXTERNAL_ROTATION,SHOULDERS,PRIMARY,SRC_CURATED_V1
BAND_EXTERNAL_ROTATION,SHOULDERS,PRIMARY,SRC_CURATED_V1
CABLE_INTERNAL_ROTATION,SHOULDERS,PRIMARY,SRC_CURATED_V1
BAND_PULL_APART,SHOULDERS,PRIMARY,SRC_CURATED_V1
BAND_PULL_APART,BACK,SECONDARY,SRC_CURATED_V1
SCAPULAR_WALL_SLIDE,SHOULDERS,PRIMARY,SRC_CURATED_V1
SCAPULAR_WALL_SLIDE,BACK,SECONDARY,SRC_CURATED_V1
WALL_ANGEL,SHOULDERS,PRIMARY,SRC_CURATED_V1
WALL_ANGEL,BACK,SECONDARY,SRC_CURATED_V1
BARBELL_CURL,BICEPS,PRIMARY,SRC_CURATED_V1
BARBELL_CURL,FOREARMS,SECONDARY,SRC_CURATED_V1
EZ_BAR_CURL,BICEPS,PRIMARY,SRC_CURATED_V1
EZ_BAR_CURL,FOREARMS,SECONDARY,SRC_CURATED_V1
DUMBBELL_CURL,BICEPS,PRIMARY,SRC_CURATED_V1
DUMBBELL_CURL,FOREARMS,SECONDARY,SRC_CURATED_V1
ALTERNATING_DUMBBELL_CURL,BICEPS,PRIMARY,SRC_CURATED_V1
ALTERNATING_DUMBBELL_CURL,FOREARMS,SECONDARY,SRC_CURATED_V1
INCLINE_DUMBBELL_CURL,BICEPS,PRIMARY,SRC_CURATED_V1
INCLINE_DUMBBELL_CURL,FOREARMS,SECONDARY,SRC_CURATED_V1
HAMMER_CURL,BICEPS,PRIMARY,SRC_CURATED_V1
HAMMER_CURL,FOREARMS,SECONDARY,SRC_CURATED_V1
CROSS_BODY_HAMMER_CURL,BICEPS,PRIMARY,SRC_CURATED_V1
CROSS_BODY_HAMMER_CURL,FOREARMS,SECONDARY,SRC_CURATED_V1
CABLE_CURL,BICEPS,PRIMARY,SRC_CURATED_V1
CABLE_CURL,FOREARMS,SECONDARY,SRC_CURATED_V1
SINGLE_ARM_CABLE_CURL,BICEPS,PRIMARY,SRC_CURATED_V1
SINGLE_ARM_CABLE_CURL,FOREARMS,SECONDARY,SRC_CURATED_V1
PREACHER_CURL,BICEPS,PRIMARY,SRC_CURATED_V1
PREACHER_CURL,FOREARMS,SECONDARY,SRC_CURATED_V1
DUMBBELL_PREACHER_CURL,BICEPS,PRIMARY,SRC_CURATED_V1
DUMBBELL_PREACHER_CURL,FOREARMS,SECONDARY,SRC_CURATED_V1
SPIDER_CURL,BICEPS,PRIMARY,SRC_CURATED_V1
SPIDER_CURL,FOREARMS,SECONDARY,SRC_CURATED_V1
CONCENTRATION_CURL,BICEPS,PRIMARY,SRC_CURATED_V1
CONCENTRATION_CURL,FOREARMS,SECONDARY,SRC_CURATED_V1
REVERSE_CURL,FOREARMS,PRIMARY,SRC_CURATED_V1
REVERSE_CURL,BICEPS,SECONDARY,SRC_CURATED_V1
WRIST_CURL,FOREARMS,PRIMARY,SRC_CURATED_V1
REVERSE_WRIST_CURL,FOREARMS,PRIMARY,SRC_CURATED_V1
WRIST_ROLLER,FOREARMS,PRIMARY,SRC_CURATED_V1
FARMER_HOLD,FOREARMS,PRIMARY,SRC_CURATED_V1
FARMER_HOLD,BACK,SECONDARY,SRC_CURATED_V1
FARMER_HOLD,CORE,SECONDARY,SRC_CURATED_V1
DEAD_HANG,FOREARMS,PRIMARY,SRC_CURATED_V1
