exercise_id,canonical_name,exercise_family,variant_of,exercise_class,training_category_id,body_region,primary_muscle_group,movement_pattern_id,movement_plane,mechanic,force,laterality,position,tracking_mode_id,difficulty,skill_demand_1_5,stability_demand_1_5,fatigue_cost_1_5,loading_potential_1_5,hypertrophy_suitability_1_5,strength_suitability_1_5,power_suitability_1_5,endurance_suitability_1_5,cardio_suitability_1_5,beginner_allowed,ai_selection_allowed,ai_substitution_allowed,advanced_only,safety_flag,medical_review_required,verification_status,confidence_score,source_ids,notes
DECLINE_DUMBBELL_BENCH_PRESS,Decline Dumbbell Bench Press,Decline Press,DECLINE_PRESS,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Compound,Push,Bilateral,Supine,WEIGHT_REPS,Intermediate,3,3,4,4,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
NEUTRAL_GRIP_DUMBBELL_BENCH_PRESS,Neutral-Grip Dumbbell Bench Press,Bench Press,BENCH_PRESS,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Compound,Push,Bilateral,Supine,WEIGHT_REPS,Beginner,1,3,4,4,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
DUMBBELL_FLOOR_PRESS,Dumbbell Floor Press,Floor Press,FLOOR_PRESS,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Compound,Push,Bilateral,Supine,WEIGHT_REPS,Beginner,1,3,4,4,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
BARBELL_FLOOR_PRESS,Barbell Floor Press,Floor Press,FLOOR_PRESS,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Compound,Push,Bilateral,Supine,WEIGHT_REPS,Intermediate,3,3,4,5,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
SMITH_MACHINE_BENCH_PRESS,Smith Machine Bench Press,Bench Press,BENCH_PRESS,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Compound,Push,Bilateral,Supine,WEIGHT_REPS,Beginner,1,2,4,5,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
SMITH_MACHINE_INCLINE_PRESS,Smith Machine Incline Press,Incline Press,INCLINE_PRESS,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Compound,Push,Bilateral,Supine,WEIGHT_REPS,Beginner,1,2,4,5,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
MACHINE_CHEST_PRESS,Machine Chest Press,Chest Press,CHEST_PRESS,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Compound,Push,Bilateral,Seated,WEIGHT_REPS,Beginner,1,2,4,2,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
INCLINE_CHEST_PRESS_MACHINE,Incline Chest Press Machine,Incline Press,INCLINE_PRESS,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Compound,Push,Bilateral,Seated,WEIGHT_REPS,Beginner,1,2,4,5,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
CABLE_CHEST_PRESS,Cable Chest Press,Chest Press,CHEST_PRESS,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Compound,Push,Bilateral,Standing,WEIGHT_REPS,Intermediate,3,3,4,4,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
SINGLE_ARM_CABLE_CHEST_PRESS,Single-Arm Cable Chest Press,Chest Press,CHEST_PRESS,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Compound,Push,Unilateral,Standing,WEIGHT_REPS,Intermediate,3,3,4,4,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
PUSH_UP,Push-Up,Push-Up,,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Compound,Push,Bilateral,Prone,BODYWEIGHT_REPS,Beginner,1,3,4,2,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
INCLINE_PUSH_UP,Incline Push-Up,Push-Up,PUSH_UP,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Compound,Push,Bilateral,Prone,REPS_ONLY,Beginner,1,3,4,2,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
DECLINE_PUSH_UP,Decline Push-Up,Push-Up,PUSH_UP,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Compound,Push,Bilateral,Prone,REPS_ONLY,Intermediate,3,3,4,2,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
WEIGHTED_PUSH_UP,Weighted Push-Up,Push-Up,PUSH_UP,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Compound,Push,Bilateral,Prone,WEIGHTED_BODYWEIGHT_REPS,Intermediate,3,3,4,2,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
RING_SUSPENSION_PUSH_UP,Ring / Suspension Push-Up,Push-Up,PUSH_UP,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Compound,Push,Bilateral,Prone,REPS_ONLY,Intermediate,3,3,4,2,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
DUMBBELL_FLY,Dumbbell Fly,Chest Fly,CHEST_FLY,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Isolation,Push,Bilateral,Supine,WEIGHT_REPS,Beginner,1,3,2,4,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
INCLINE_DUMBBELL_FLY,Incline Dumbbell Fly,Chest Fly,CHEST_FLY,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Isolation,Push,Bilateral,Supine,WEIGHT_REPS,Intermediate,3,3,2,4,5,2,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
CABLE_FLY,Cable Fly,Chest Fly,CHEST_FLY,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Isolation,Push,Bilateral,Standing,WEIGHT_REPS,Beginner,1,1,2,4,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
LOW_TO_HIGH_CABLE_FLY,Low-to-High Cable Fly,Chest Fly,CHEST_FLY,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Isolation,Push,Bilateral,Standing,WEIGHT_REPS,Intermediate,3,1,2,4,5,2,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
HIGH_TO_LOW_CABLE_FLY,High-to-Low Cable Fly,Chest Fly,CHEST_FLY,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Isolation,Push,Bilateral,Standing,WEIGHT_REPS,Intermediate,3,1,2,4,5,2,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
PEC_DECK_FLY,Pec Deck Fly,Chest Fly,CHEST_FLY,Resistance,RESISTANCE,Upper Body,Chest,HORIZONTAL_PUSH,Transverse,Isolation,Push,Bilateral,Seated,REPS_ONLY,Beginner,1,1,2,2,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
DUMBBELL_PULLOVER,Dumbbell Pullover,Pullover,PULLOVER,Resistance,RESISTANCE,Upper Body,Chest,SHOULDER_EXTENSION,Sagittal,Compound,Pull,Bilateral,Supine,WEIGHT_REPS,Intermediate,3,3,4,4,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
PULL_UP,Pull-Up,Pull-Up,,Resistance,RESISTANCE,Upper Body,Back,VERTICAL_PULL,Sagittal,Compound,Pull,Bilateral,Hanging,REPS_ONLY,Intermediate,3,3,4,2,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
CHIN_UP,Chin-Up,Pull-Up,PULL_UP,Resistance,RESISTANCE,Upper Body,Back,VERTICAL_PULL,Sagittal,Compound,Pull,Bilateral,Hanging,REPS_ONLY,Intermediate,3,3,4,2,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
NEUTRAL_GRIP_PULL_UP,Neutral-Grip Pull-Up,Pull-Up,PULL_UP,Resistance,RESISTANCE,Upper Body,Back,VERTICAL_PULL,Sagittal,Compound,Pull,Bilateral,Hanging,REPS_ONLY,Intermediate,3,3,4,2,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
WIDE_GRIP_PULL_UP,Wide-Grip Pull-Up,Pull-Up,PULL_UP,Resistance,RESISTANCE,Upper Body,Back,VERTICAL_PULL,Sagittal,Compound,Pull,Bilateral,Hanging,REPS_ONLY,Advanced,5,3,4,2,4,4,1,3,1,0,1,1,1,TECHNIQUE_SENSITIVE,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.72,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
WEIGHTED_PULL_UP,Weighted Pull-Up,Pull-Up,PULL_UP,Resistance,RESISTANCE,Upper Body,Back,VERTICAL_PULL,Sagittal,Compound,Pull,Bilateral,Hanging,WEIGHTED_BODYWEIGHT_REPS,Advanced,5,3,4,2,4,4,1,3,1,0,1,1,1,TECHNIQUE_SENSITIVE,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.72,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
ASSISTED_PULL_UP,Assisted Pull-Up,Pull-Up,PULL_UP,Resistance,RESISTANCE,Upper Body,Back,VERTICAL_PULL,Sagittal,Compound,Pull,Bilateral,Hanging,ASSISTED_REPS,Beginner,1,3,4,2,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
LAT_PULLDOWN,Lat Pulldown,Lat Pulldown,,Resistance,RESISTANCE,Upper Body,Back,VERTICAL_PULL,Sagittal,Compound,Pull,Bilateral,Seated,WEIGHT_REPS,Beginner,1,2,4,2,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
CLOSE_GRIP_LAT_PULLDOWN,Close-Grip Lat Pulldown,Lat Pulldown,LAT_PULLDOWN,Resistance,RESISTANCE,Upper Body,Back,VERTICAL_PULL,Sagittal,Compound,Pull,Bilateral,Seated,WEIGHT_REPS,Beginner,1,2,4,2,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
NEUTRAL_GRIP_LAT_PULLDOWN,Neutral-Grip Lat Pulldown,Lat Pulldown,LAT_PULLDOWN,Resistance,RESISTANCE,Upper Body,Back,VERTICAL_PULL,Sagittal,Compound,Pull,Bilateral,Seated,WEIGHT_REPS,Beginner,1,2,4,2,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
SINGLE_ARM_LAT_PULLDOWN,Single-Arm Lat Pulldown,Lat Pulldown,LAT_PULLDOWN,Resistance,RESISTANCE,Upper Body,Back,VERTICAL_PULL,Sagittal,Compound,Pull,Unilateral,Kneeling,WEIGHT_REPS,Intermediate,3,3,4,4,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
STRAIGHT_ARM_PULLDOWN,Straight-Arm Pulldown,Pulldown,PULLDOWN,Resistance,RESISTANCE,Upper Body,Back,SHOULDER_EXTENSION,Sagittal,Isolation,Pull,Bilateral,Standing,WEIGHT_REPS,Beginner,1,1,2,4,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
BARBELL_BENT_OVER_ROW,Barbell Bent-Over Row,Row,ROW,Resistance,RESISTANCE,Upper Body,Back,HORIZONTAL_PULL,Transverse,Compound,Pull,Bilateral,Standing,WEIGHT_REPS,Intermediate,3,3,4,5,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
PENDLAY_ROW,Pendlay Row,Row,ROW,Resistance,RESISTANCE,Upper Body,Back,HORIZONTAL_PULL,Transverse,Compound,Pull,Bilateral,Standing,WEIGHT_REPS,Advanced,5,3,4,5,4,4,1,3,1,0,1,1,1,TECHNIQUE_SENSITIVE,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.72,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
UNDERHAND_BARBELL_ROW,Underhand Barbell Row,Row,ROW,Resistance,RESISTANCE,Upper Body,Back,HORIZONTAL_PULL,Transverse,Compound,Pull,Bilateral,Standing,WEIGHT_REPS,Intermediate,3,3,4,5,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
DUMBBELL_ROW,Dumbbell Row,Row,ROW,Resistance,RESISTANCE,Upper Body,Back,HORIZONTAL_PULL,Transverse,Compound,Pull,Unilateral,Supported,WEIGHT_REPS,Beginner,1,3,4,4,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
CHEST_SUPPORTED_DUMBBELL_ROW,Chest-Supported Dumbbell Row,Row,ROW,Resistance,RESISTANCE,Upper Body,Back,HORIZONTAL_PULL,Transverse,Compound,Pull,Bilateral,Prone,WEIGHT_REPS,Beginner,1,3,4,4,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
SEAL_ROW,Seal Row,Row,ROW,Resistance,RESISTANCE,Upper Body,Back,HORIZONTAL_PULL,Transverse,Compound,Pull,Bilateral,Prone,WEIGHT_REPS,Intermediate,3,3,4,5,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
T_BAR_ROW,T-Bar Row,Row,ROW,Resistance,RESISTANCE,Upper Body,Back,HORIZONTAL_PULL,Transverse,Compound,Pull,Bilateral,Standing,WEIGHT_REPS,Intermediate,3,3,4,5,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
CHEST_SUPPORTED_T_BAR_ROW,Chest-Supported T-Bar Row,Row,ROW,Resistance,RESISTANCE,Upper Body,Back,HORIZONTAL_PULL,Transverse,Compound,Pull,Bilateral,Supported,WEIGHT_REPS,Beginner,1,2,4,5,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
