exercise_id,equipment_id,requirement,source_ids
SINGLE_ARM_DUMBBELL_BENCH_PRESS,DUMBBELL,REQUIRED,SRC_CURATED_V1
SINGLE_ARM_DUMBBELL_BENCH_PRESS,BENCH,REQUIRED,SRC_CURATED_V1
INCLINE_DUMBBELL_BENCH_PRESS,DUMBBELL,REQUIRED,SRC_CURATED_V1
INCLINE_DUMBBELL_BENCH_PRESS,ADJUSTABLE_BENCH,REQUIRED,SRC_CURATED_V1
DECLINE_DUMBBELL_BENCH_PRESS,DUMBBELL,REQUIRED,SRC_CURATED_V1
DECLINE_DUMBBELL_BENCH_PRESS,BENCH,REQUIRED,SRC_CURATED_V1
NEUTRAL_GRIP_DUMBBELL_BENCH_PRESS,DUMBBELL,REQUIRED,SRC_CURATED_V1
NEUTRAL_GRIP_DUMBBELL_BENCH_PRESS,BENCH,REQUIRED,SRC_CURATED_V1
DUMBBELL_FLOOR_PRESS,DUMBBELL,REQUIRED,SRC_CURATED_V1
BARBELL_FLOOR_PRESS,BARBELL,REQUIRED,SRC_CURATED_V1
BARBELL_FLOOR_PRESS,POWER_RACK,REQUIRED,SRC_CURATED_V1
SMITH_MACHINE_BENCH_PRESS,SMITH_MACHINE,REQUIRED,SRC_CURATED_V1
SMITH_MACHINE_BENCH_PRESS,BENCH,REQUIRED,SRC_CURATED_V1
SMITH_MACHINE_INCLINE_PRESS,SMITH_MACHINE,REQUIRED,SRC_CURATED_V1
SMITH_MACHINE_INCLINE_PRESS,ADJUSTABLE_BENCH,REQUIRED,SRC_CURATED_V1
MACHINE_CHEST_PRESS,CHEST_PRESS_MACHINE,REQUIRED,SRC_CURATED_V1
INCLINE_CHEST_PRESS_MACHINE,PLATE_LOADED_MACHINE,REQUIRED,SRC_CURATED_V1
INCLINE_CHEST_PRESS_MACHINE,ADJUSTABLE_BENCH,REQUIRED,SRC_CURATED_V1
CABLE_CHEST_PRESS,CABLE_STATION,REQUIRED,SRC_CURATED_V1
SINGLE_ARM_CABLE_CHEST_PRESS,CABLE_STATION,REQUIRED,SRC_CURATED_V1
PUSH_UP,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
INCLINE_PUSH_UP,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
INCLINE_PUSH_UP,BENCH,REQUIRED,SRC_CURATED_V1
DECLINE_PUSH_UP,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
DECLINE_PUSH_UP,BENCH,REQUIRED,SRC_CURATED_V1
WEIGHTED_PUSH_UP,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
WEIGHTED_PUSH_UP,WEIGHT_PLATES,REQUIRED,SRC_CURATED_V1
RING_SUSPENSION_PUSH_UP,SUSPENSION_TRAINER,REQUIRED,SRC_CURATED_V1
DUMBBELL_FLY,DUMBBELL,REQUIRED,SRC_CURATED_V1
DUMBBELL_FLY,BENCH,REQUIRED,SRC_CURATED_V1
INCLINE_DUMBBELL_FLY,DUMBBELL,REQUIRED,SRC_CURATED_V1
INCLINE_DUMBBELL_FLY,ADJUSTABLE_BENCH,REQUIRED,SRC_CURATED_V1
CABLE_FLY,CABLE_STATION,REQUIRED,SRC_CURATED_V1
LOW_TO_HIGH_CABLE_FLY,CABLE_STATION,REQUIRED,SRC_CURATED_V1
HIGH_TO_LOW_CABLE_FLY,CABLE_STATION,REQUIRED,SRC_CURATED_V1
PEC_DECK_FLY,PEC_DECK,REQUIRED,SRC_CURATED_V1
DUMBBELL_PULLOVER,DUMBBELL,REQUIRED,SRC_CURATED_V1
DUMBBELL_PULLOVER,BENCH,REQUIRED,SRC_CURATED_V1
PULL_UP,PULL_UP_BAR,REQUIRED,SRC_CURATED_V1
CHIN_UP,PULL_UP_BAR,REQUIRED,SRC_CURATED_V1
NEUTRAL_GRIP_PULL_UP,PULL_UP_BAR,REQUIRED,SRC_CURATED_V1
WIDE_GRIP_PULL_UP,PULL_UP_BAR,REQUIRED,SRC_CURATED_V1
WEIGHTED_PULL_UP,PULL_UP_BAR,REQUIRED,SRC_CURATED_V1
WEIGHTED_PULL_UP,WEIGHT_PLATES,REQUIRED,SRC_CURATED_V1
ASSISTED_PULL_UP,PULL_UP_BAR,REQUIRED,SRC_CURATED_V1
ASSISTED_PULL_UP,RESISTANCE_BAND,REQUIRED,SRC_CURATED_V1
LAT_PULLDOWN,LAT_PULLDOWN_MACHINE,REQUIRED,SRC_CURATED_V1
CLOSE_GRIP_LAT_PULLDOWN,LAT_PULLDOWN_MACHINE,REQUIRED,SRC_CURATED_V1
NEUTRAL_GRIP_LAT_PULLDOWN,LAT_PULLDOWN_MACHINE,REQUIRED,SRC_CURATED_V1
SINGLE_ARM_LAT_PULLDOWN,CABLE_STATION,REQUIRED,SRC_CURATED_V1
STRAIGHT_ARM_PULLDOWN,CABLE_STATION,REQUIRED,SRC_CURATED_V1
BARBELL_BENT_OVER_ROW,BARBELL,REQUIRED,SRC_CURATED_V1
PENDLAY_ROW,BARBELL,REQUIRED,SRC_CURATED_V1
UNDERHAND_BARBELL_ROW,BARBELL,REQUIRED,SRC_CURATED_V1
DUMBBELL_ROW,DUMBBELL,REQUIRED,SRC_CURATED_V1
DUMBBELL_ROW,BENCH,REQUIRED,SRC_CURATED_V1
CHEST_SUPPORTED_DUMBBELL_ROW,DUMBBELL,REQUIRED,SRC_CURATED_V1
CHEST_SUPPORTED_DUMBBELL_ROW,ADJUSTABLE_BENCH,REQUIRED,SRC_CURATED_V1
SEAL_ROW,BARBELL,REQUIRED,SRC_CURATED_V1
SEAL_ROW,BENCH,REQUIRED,SRC_CURATED_V1
T_BAR_ROW,LANDMINE,REQUIRED,SRC_CURATED_V1
T_BAR_ROW,BARBELL,REQUIRED,SRC_CURATED_V1
CHEST_SUPPORTED_T_BAR_ROW,PLATE_LOADED_MACHINE,REQUIRED,SRC_CURATED_V1
MEADOWS_ROW,LANDMINE,REQUIRED,SRC_CURATED_V1
MEADOWS_ROW,BARBELL,REQUIRED,SRC_CURATED_V1
SEATED_CABLE_ROW,CABLE_STATION,REQUIRED,SRC_CURATED_V1
WIDE_GRIP_SEATED_CABLE_ROW,CABLE_STATION,REQUIRED,SRC_CURATED_V1
SINGLE_ARM_SEATED_CABLE_ROW,CABLE_STATION,REQUIRED,SRC_CURATED_V1
MACHINE_SEATED_ROW,SEATED_ROW_MACHINE,REQUIRED,SRC_CURATED_V1
SINGLE_ARM_MACHINE_ROW,PLATE_LOADED_MACHINE,REQUIRED,SRC_CURATED_V1
INVERTED_ROW,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
INVERTED_ROW,POWER_RACK,REQUIRED,SRC_CURATED_V1
SUSPENSION_ROW,SUSPENSION_TRAINER,REQUIRED,SRC_CURATED_V1
FACE_PULL,CABLE_STATION,REQUIRED,SRC_CURATED_V1
BAND_FACE_PULL,RESISTANCE_BAND,REQUIRED,SRC_CURATED_V1
REVERSE_PEC_DECK,PEC_DECK,REQUIRED,SRC_CURATED_V1
CABLE_REAR_DELT_FLY,CABLE_STATION,REQUIRED,SRC_CURATED_V1
DUMBBELL_REAR_DELT_FLY,DUMBBELL,REQUIRED,SRC_CURATED_V1
BARBELL_SHRUG,BARBELL,REQUIRED,SRC_CURATED_V1
DUMBBELL_SHRUG,DUMBBELL,REQUIRED,SRC_CURATED_V1
TRAP_BAR_SHRUG,TRAP_BAR,REQUIRED,SRC_CURATED_V1
CABLE_SHRUG,CABLE_STATION,REQUIRED,SRC_CURATED_V1
RACK_PULL,BARBELL,REQUIRED,SRC_CURATED_V1
RACK_PULL,POWER_RACK,REQUIRED,SRC_CURATED_V1
CONVENTIONAL_DEADLIFT,BARBELL,REQUIRED,SRC_CURATED_V1
SUMO_DEADLIFT,BARBELL,REQUIRED,SRC_CURATED_V1
TRAP_BAR_DEADLIFT,TRAP_BAR,REQUIRED,SRC_CURATED_V1
ROMANIAN_DEADLIFT,BARBELL,REQUIRED,SRC_CURATED_V1
DUMBBELL_ROMANIAN_DEADLIFT,DUMBBELL,REQUIRED,SRC_CURATED_V1
SINGLE_LEG_ROMANIAN_DEADLIFT,DUMBBELL,REQUIRED,SRC_CURATED_V1
GOOD_MORNING,BARBELL,REQUIRED,SRC_CURATED_V1
45_DEGREE_BACK_EXTENSION,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
WEIGHTED_BACK_EXTENSION,WEIGHT_PLATES,REQUIRED,SRC_CURATED_V1
STANDING_BARBELL_OVERHEAD_PRESS,BARBELL,REQUIRED,SRC_CURATED_V1
STANDING_BARBELL_OVERHEAD_PRESS,POWER_RACK,REQUIRED,SRC_CURATED_V1
SEATED_BARBELL_OVERHEAD_PRESS,BARBELL,REQUIRED,SRC_CURATED_V1
SEATED_BARBELL_OVERHEAD_PRESS,ADJUSTABLE_BENCH,REQUIRED,SRC_CURATED_V1
DUMBBELL_SHOULDER_PRESS,DUMBBELL,REQUIRED,SRC_CURATED_V1
DUMBBELL_SHOULDER_PRESS,ADJUSTABLE_BENCH,REQUIRED,SRC_CURATED_V1
STANDING_DUMBBELL_OVERHEAD_PRESS,DUMBBELL,REQUIRED,SRC_CURATED_V1
SINGLE_ARM_DUMBBELL_OVERHEAD_PRESS,DUMBBELL,REQUIRED,SRC_CURATED_V1
ARNOLD_PRESS,DUMBBELL,REQUIRED,SRC_CURATED_V1
ARNOLD_PRESS,ADJUSTABLE_BENCH,REQUIRED,SRC_CURATED_V1
MACHINE_SHOULDER_PRESS,SHOULDER_PRESS_MACHINE,REQUIRED,SRC_CURATED_V1
SMITH_MACHINE_SHOULDER_PRESS,SMITH_MACHINE,REQUIRED,SRC_CURATED_V1
SMITH_MACHINE_SHOULDER_PRESS,ADJUSTABLE_BENCH,REQUIRED,SRC_CURATED_V1
LANDMINE_PRESS,LANDMINE,REQUIRED,SRC_CURATED_V1
LANDMINE_PRESS,BARBELL,REQUIRED,SRC_CURATED_V1
HALF_KNEELING_LANDMINE_PRESS,LANDMINE,REQUIRED,SRC_CURATED_V1
HALF_KNEELING_LANDMINE_PRESS,BARBELL,REQUIRED,SRC_CURATED_V1
DUMBBELL_LATERAL_RAISE,DUMBBELL,REQUIRED,SRC_CURATED_V1
SINGLE_ARM_DUMBBELL_LATERAL_RAISE,DUMBBELL,REQUIRED,SRC_CURATED_V1
CABLE_LATERAL_RAISE,CABLE_STATION,REQUIRED,SRC_CURATED_V1
MACHINE_LATERAL_RAISE,SELECTORIZED_MACHINE,REQUIRED,SRC_CURATED_V1
LEAN_AWAY_CABLE_LATERAL_RAISE,CABLE_STATION,REQUIRED,SRC_CURATED_V1
DUMBBELL_FRONT_RAISE,DUMBBELL,REQUIRED,SRC_CURATED_V1
CABLE_FRONT_RAISE,CABLE_STATION,REQUIRED,SRC_CURATED_V1
PLATE_FRONT_RAISE,WEIGHT_PLATES,REQUIRED,SRC_CURATED_V1
CABLE_EXTERNAL_ROTATION,CABLE_STATION,REQUIRED,SRC_CURATED_V1
BAND_EXTERNAL_ROTATION,RESISTANCE_BAND,REQUIRED,SRC_CURATED_V1
CABLE_INTERNAL_ROTATION,CABLE_STATION,REQUIRED,SRC_CURATED_V1
BAND_PULL_APART,RESISTANCE_BAND,REQUIRED,SRC_CURATED_V1
SCAPULAR_WALL_SLIDE,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
WALL_ANGEL,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
BARBELL_CURL,BARBELL,REQUIRED,SRC_CURATED_V1
EZ_BAR_CURL,EZ_CURL_BAR,REQUIRED,SRC_CURATED_V1
DUMBBELL_CURL,DUMBBELL,REQUIRED,SRC_CURATED_V1
ALTERNATING_DUMBBELL_CURL,DUMBBELL,REQUIRED,SRC_CURATED_V1
INCLINE_DUMBBELL_CURL,DUMBBELL,REQUIRED,SRC_CURATED_V1
INCLINE_DUMBBELL_CURL,ADJUSTABLE_BENCH,REQUIRED,SRC_CURATED_V1
HAMMER_CURL,DUMBBELL,REQUIRED,SRC_CURATED_V1
CROSS_BODY_HAMMER_CURL,DUMBBELL,REQUIRED,SRC_CURATED_V1
CABLE_CURL,CABLE_STATION,REQUIRED,SRC_CURATED_V1
SINGLE_ARM_CABLE_CURL,CABLE_STATION,REQUIRED,SRC_CURATED_V1
PREACHER_CURL,EZ_CURL_BAR,REQUIRED,SRC_CURATED_V1
PREACHER_CURL,BENCH,REQUIRED,SRC_CURATED_V1
DUMBBELL_PREACHER_CURL,DUMBBELL,REQUIRED,SRC_CURATED_V1
DUMBBELL_PREACHER_CURL,BENCH,REQUIRED,SRC_CURATED_V1
SPIDER_CURL,DUMBBELL,REQUIRED,SRC_CURATED_V1
SPIDER_CURL,ADJUSTABLE_BENCH,REQUIRED,SRC_CURATED_V1
CONCENTRATION_CURL,DUMBBELL,REQUIRED,SRC_CURATED_V1
CONCENTRATION_CURL,BENCH,REQUIRED,SRC_CURATED_V1
REVERSE_CURL,EZ_CURL_BAR,REQUIRED,SRC_CURATED_V1
WRIST_CURL,DUMBBELL,REQUIRED,SRC_CURATED_V1
WRIST_CURL,BENCH,REQUIRED,SRC_CURATED_V1
REVERSE_WRIST_CURL,DUMBBELL,REQUIRED,SRC_CURATED_V1
REVERSE_WRIST_CURL,BENCH,REQUIRED,SRC_CURATED_V1
WRIST_ROLLER,WRIST_ROLLER,REQUIRED,SRC_CURATED_V1
FARMER_HOLD,DUMBBELL,REQUIRED,SRC_CURATED_V1
DEAD_HANG,PULL_UP_BAR,REQUIRED,SRC_CURATED_V1
BARBELL_SKULL_CRUSHER,EZ_CURL_BAR,REQUIRED,SRC_CURATED_V1
BARBELL_SKULL_CRUSHER,BENCH,REQUIRED,SRC_CURATED_V1
DUMBBELL_SKULL_CRUSHER,DUMBBELL,REQUIRED,SRC_CURATED_V1
DUMBBELL_SKULL_CRUSHER,BENCH,REQUIRED,SRC_CURATED_V1
CABLE_TRICEPS_PUSHDOWN,CABLE_STATION,REQUIRED,SRC_CURATED_V1
ROPE_TRICEPS_PUSHDOWN,CABLE_STATION,REQUIRED,SRC_CURATED_V1
SINGLE_ARM_CABLE_PUSHDOWN,CABLE_STATION,REQUIRED,SRC_CURATED_V1
OVERHEAD_CABLE_TRICEPS_EXTENSION,CABLE_STATION,REQUIRED,SRC_CURATED_V1
DUMBBELL_OVERHEAD_TRICEPS_EXTENSION,DUMBBELL,REQUIRED,SRC_CURATED_V1
SINGLE_ARM_DUMBBELL_OVERHEAD_TRICEPS_EXTENSION,DUMBBELL,REQUIRED,SRC_CURATED_V1
BENCH_DIP,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
BENCH_DIP,BENCH,REQUIRED,SRC_CURATED_V1
PARALLEL_BAR_DIP,DIP_BARS,REQUIRED,SRC_CURATED_V1
WEIGHTED_DIP,DIP_BARS,REQUIRED,SRC_CURATED_V1
WEIGHTED_DIP,WEIGHT_PLATES,REQUIRED,SRC_CURATED_V1
BACK_SQUAT,BARBELL,REQUIRED,SRC_CURATED_V1
BACK_SQUAT,POWER_RACK,REQUIRED,SRC_CURATED_V1
HIGH_BAR_BACK_SQUAT,BARBELL,REQUIRED,SRC_CURATED_V1
HIGH_BAR_BACK_SQUAT,POWER_RACK,REQUIRED,SRC_CURATED_V1
LOW_BAR_BACK_SQUAT,BARBELL,REQUIRED,SRC_CURATED_V1
LOW_BAR_BACK_SQUAT,POWER_RACK,REQUIRED,SRC_CURATED_V1
FRONT_SQUAT,BARBELL,REQUIRED,SRC_CURATED_V1
FRONT_SQUAT,POWER_RACK,REQUIRED,SRC_CURATED_V1
GOBLET_SQUAT,DUMBBELL,REQUIRED,SRC_CURATED_V1
DUMBBELL_SQUAT,DUMBBELL,REQUIRED,SRC_CURATED_V1
KETTLEBELL_GOBLET_SQUAT,KETTLEBELL,REQUIRED,SRC_CURATED_V1
BOX_SQUAT,BARBELL,REQUIRED,SRC_CURATED_V1
BOX_SQUAT,POWER_RACK,REQUIRED,SRC_CURATED_V1
BOX_SQUAT,PLYO_BOX,REQUIRED,SRC_CURATED_V1
SAFETY_BAR_SQUAT,SAFETY_SQUAT_BAR,REQUIRED,SRC_CURATED_V1
SAFETY_BAR_SQUAT,POWER_RACK,REQUIRED,SRC_CURATED_V1
ZERCHER_SQUAT,BARBELL,REQUIRED,SRC_CURATED_V1
ZERCHER_SQUAT,POWER_RACK,REQUIRED,SRC_CURATED_V1
HACK_SQUAT_MACHINE,HACK_SQUAT_MACHINE,REQUIRED,SRC_CURATED_V1
SMITH_MACHINE_SQUAT,SMITH_MACHINE,REQUIRED,SRC_CURATED_V1
LEG_PRESS,LEG_PRESS,REQUIRED,SRC_CURATED_V1
SINGLE_LEG_PRESS,LEG_PRESS,REQUIRED,SRC_CURATED_V1
BULGARIAN_SPLIT_SQUAT,DUMBBELL,REQUIRED,SRC_CURATED_V1
BULGARIAN_SPLIT_SQUAT,BENCH,REQUIRED,SRC_CURATED_V1
REAR_FOOT_ELEVATED_SPLIT_SQUAT,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
REAR_FOOT_ELEVATED_SPLIT_SQUAT,BENCH,REQUIRED,SRC_CURATED_V1
SPLIT_SQUAT,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
FRONT_FOOT_ELEVATED_SPLIT_SQUAT,DUMBBELL,REQUIRED,SRC_CURATED_V1
FRONT_FOOT_ELEVATED_SPLIT_SQUAT,STEP_BOX,REQUIRED,SRC_CURATED_V1
FORWARD_LUNGE,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
REVERSE_LUNGE,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
WALKING_LUNGE,DUMBBELL,REQUIRED,SRC_CURATED_V1
LATERAL_LUNGE,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
CURTSY_LUNGE,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
STEP_UP,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
STEP_UP,STEP_BOX,REQUIRED,SRC_CURATED_V1
DUMBBELL_STEP_UP,DUMBBELL,REQUIRED,SRC_CURATED_V1
DUMBBELL_STEP_UP,STEP_BOX,REQUIRED,SRC_CURATED_V1
LATERAL_STEP_UP,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
LATERAL_STEP_UP,STEP_BOX,REQUIRED,SRC_CURATED_V1
LEG_EXTENSION,LEG_EXTENSION_MACHINE,REQUIRED,SRC_CURATED_V1
SINGLE_LEG_EXTENSION,LEG_EXTENSION_MACHINE,REQUIRED,SRC_CURATED_V1
SISSY_SQUAT,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
NORDIC_HAMSTRING_CURL,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
SEATED_LEG_CURL,LEG_CURL_MACHINE,REQUIRED,SRC_CURATED_V1
LYING_LEG_CURL,LEG_CURL_MACHINE,REQUIRED,SRC_CURATED_V1
STANDING_SINGLE_LEG_CURL,LEG_CURL_MACHINE,REQUIRED,SRC_CURATED_V1
STABILITY_BALL_LEG_CURL,STABILITY_BALL,REQUIRED,SRC_CURATED_V1
SLIDING_LEG_CURL,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
BARBELL_HIP_THRUST,BARBELL,REQUIRED,SRC_CURATED_V1
BARBELL_HIP_THRUST,BENCH,REQUIRED,SRC_CURATED_V1
DUMBBELL_HIP_THRUST,DUMBBELL,REQUIRED,SRC_CURATED_V1
DUMBBELL_HIP_THRUST,BENCH,REQUIRED,SRC_CURATED_V1
MACHINE_HIP_THRUST,HIP_THRUST_MACHINE,REQUIRED,SRC_CURATED_V1
SINGLE_LEG_HIP_THRUST,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
SINGLE_LEG_HIP_THRUST,BENCH,REQUIRED,SRC_CURATED_V1
GLUTE_BRIDGE,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
SINGLE_LEG_GLUTE_BRIDGE,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
CABLE_PULL_THROUGH,CABLE_STATION,REQUIRED,SRC_CURATED_V1
KETTLEBELL_SWING,KETTLEBELL,REQUIRED,SRC_CURATED_V1
CABLE_HIP_ABDUCTION,CABLE_STATION,REQUIRED,SRC_CURATED_V1
MACHINE_HIP_ABDUCTION,SELECTORIZED_MACHINE,REQUIRED,SRC_CURATED_V1
BAND_LATERAL_WALK,MINI_BAND,REQUIRED,SRC_CURATED_V1
MONSTER_WALK,MINI_BAND,REQUIRED,SRC_CURATED_V1
CABLE_HIP_ADDUCTION,CABLE_STATION,REQUIRED,SRC_CURATED_V1
MACHINE_HIP_ADDUCTION,SELECTORIZED_MACHINE,REQUIRED,SRC_CURATED_V1
STANDING_CALF_RAISE,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
DUMBBELL_STANDING_CALF_RAISE,DUMBBELL,REQUIRED,SRC_CURATED_V1
MACHINE_STANDING_CALF_RAISE,CALF_RAISE_MACHINE,REQUIRED,SRC_CURATED_V1
SEATED_CALF_RAISE,CALF_RAISE_MACHINE,REQUIRED,SRC_CURATED_V1
SINGLE_LEG_CALF_RAISE,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
LEG_PRESS_CALF_RAISE,LEG_PRESS,REQUIRED,SRC_CURATED_V1
TIBIALIS_RAISE,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
CRUNCH,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
CABLE_CRUNCH,CABLE_STATION,REQUIRED,SRC_CURATED_V1
MACHINE_CRUNCH,SELECTORIZED_MACHINE,REQUIRED,SRC_CURATED_V1
REVERSE_CRUNCH,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
HANGING_KNEE_RAISE,PULL_UP_BAR,REQUIRED,SRC_CURATED_V1
HANGING_LEG_RAISE,PULL_UP_BAR,REQUIRED,SRC_CURATED_V1
CAPTAIN_S_CHAIR_KNEE_RAISE,DIP_BARS,REQUIRED,SRC_CURATED_V1
AB_WHEEL_ROLLOUT,AB_WHEEL,REQUIRED,SRC_CURATED_V1
BARBELL_ROLLOUT,BARBELL,REQUIRED,SRC_CURATED_V1
PLANK,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
LONG_LEVER_PLANK,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
RKC_PLANK,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
SIDE_PLANK,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
WEIGHTED_SIDE_PLANK,WEIGHT_PLATES,REQUIRED,SRC_CURATED_V1
PALLOF_PRESS,CABLE_STATION,REQUIRED,SRC_CURATED_V1
HALF_KNEELING_PALLOF_PRESS,CABLE_STATION,REQUIRED,SRC_CURATED_V1
DEAD_BUG,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
BIRD_DOG,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
MOUNTAIN_CLIMBER,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
BICYCLE_CRUNCH,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
RUSSIAN_TWIST,MEDICINE_BALL,REQUIRED,SRC_CURATED_V1
CABLE_WOOD_CHOP,CABLE_STATION,REQUIRED,SRC_CURATED_V1
CABLE_LIFT,CABLE_STATION,REQUIRED,SRC_CURATED_V1
SUITCASE_CARRY,DUMBBELL,REQUIRED,SRC_CURATED_V1
FARMER_S_CARRY,DUMBBELL,REQUIRED,SRC_CURATED_V1
TRAP_BAR_CARRY,TRAP_BAR,REQUIRED,SRC_CURATED_V1
FRONT_RACK_CARRY,KETTLEBELL,REQUIRED,SRC_CURATED_V1
OVERHEAD_CARRY,DUMBBELL,REQUIRED,SRC_CURATED_V1
WAITER_S_CARRY,KETTLEBELL,REQUIRED,SRC_CURATED_V1
BEAR_HUG_SANDBAG_CARRY,SANDBAG,REQUIRED,SRC_CURATED_V1
BEAR_CRAWL,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
CRAB_WALK,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
POWER_CLEAN,BARBELL,REQUIRED,SRC_CURATED_V1
HANG_POWER_CLEAN,BARBELL,REQUIRED,SRC_CURATED_V1
CLEAN_PULL,BARBELL,REQUIRED,SRC_CURATED_V1
POWER_SNATCH,BARBELL,REQUIRED,SRC_CURATED_V1
HANG_POWER_SNATCH,BARBELL,REQUIRED,SRC_CURATED_V1
SNATCH_PULL,BARBELL,REQUIRED,SRC_CURATED_V1
PUSH_PRESS,BARBELL,REQUIRED,SRC_CURATED_V1
PUSH_JERK,BARBELL,REQUIRED,SRC_CURATED_V1
KETTLEBELL_CLEAN,KETTLEBELL,REQUIRED,SRC_CURATED_V1
KETTLEBELL_SNATCH,KETTLEBELL,REQUIRED,SRC_CURATED_V1
DUMBBELL_SNATCH,DUMBBELL,REQUIRED,SRC_CURATED_V1
MEDICINE_BALL_CHEST_PASS,MEDICINE_BALL,REQUIRED,SRC_CURATED_V1
MEDICINE_BALL_OVERHEAD_THROW,MEDICINE_BALL,REQUIRED,SRC_CURATED_V1
ROTATIONAL_MEDICINE_BALL_THROW,MEDICINE_BALL,REQUIRED,SRC_CURATED_V1
MEDICINE_BALL_SLAM,SLAM_BALL,REQUIRED,SRC_CURATED_V1
BOX_JUMP,PLYO_BOX,REQUIRED,SRC_CURATED_V1
COUNTERMOVEMENT_JUMP,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
SQUAT_JUMP,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
BROAD_JUMP,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
TUCK_JUMP,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
DEPTH_JUMP,PLYO_BOX,REQUIRED,SRC_CURATED_V1
